Coles Supermarkets
red
assess,Palm oil scorecard - WWF,Environment: Praise,"This company received a score of 9 out of a possible total of 9 in the WWF Palm Oil Buyers' Scorecard 2016, which rates companies on what they are - and aren't - doing to prevent the negative environmental and social impacts of palm oil production.
[Source 2016][More on Palm Oil]"
assess,Fishing policy,Environment: lesser praise ,"Green rating in Greenpeace Canned Tuna Guide. ""Coles has taken 6th place. It has successfully made the transition to FAD-free and pole and line tuna. Coles has a solid sustainability and ethical sourcing policy for its private label tuna and sources mostly skipjack. All Coles brand tuna is now being sourced with responsible fishing methods. Coles has also invested in research that supports better traceability in the Pacific. We welcome Coles' improving approach to transparency.""
[Source 2017][More on Oceans]"
assess,High free range stocking densities,Animals: Criticism,"For eggs to be labelled free range, the Model Code of Practice says there should be a maximum of 1500 hens per hectare. In 2015 Choice identified which egg brands meet the Model Code. According to the report, this company uses a stocking density of 10,000 hens per hectare for its free range eggs, well in excess of the Model Code.
[Source 2015][More on Animal Rights]"
assess,Misleading conduct,Social: lesser criticism,"In April 2015 the Federal Court ordered this company to pay penalties of $2.5 million for making false or misleading representations and engaging in misleading conduct in relation to the promotion of its par baked bread products, in proceedings brought by the Australian Competition and Consumer Commission (ACCC). The products were promoted as ""Baked Today, Sold Today"" and in some cases ""Freshly Baked In-Store"", when they were in fact partially baked and frozen off site by a supplier, transported and 'finished' at in-store bakeries within Coles supermarkets.
[Source 2015][More on Irresponsible Marketing]"
assess,Unconscionable conduct,Business Ethics: lesser criticism,"In Dec 2014 this company admitted to unconscionable conduct against some of its suppliers and agreed to pay a $10 million penalty in a settlement with the Australian Competition and Consumer Commission (ACCC). Coles was also ordered to refund over $12 million to suppliers.
[Source 2014][More on Governance]"
assess,Underpaying workers,Business Ethics: lesser criticism,"In 2016 the full bench of the Fair Work Commission found that Coles underpaid its employees and cut penalty rates in a cosy deal with the shop assistants' union that has cost low paid workers perhaps $70 million a year. Coles was given 10 days to provide undertakings to either compensate employees left worse off by working shifts with low penalties, or to overhaul rosters.
[Source 2016][More on Finance]"
assess,2007 DUMP Award winner - Poor Packaging,Environment: minor criticism,"Coles has been awarded Environment Victoria's 'People's Choice Award' in their 2007 DUMP report. Criticised for needlessly packing fruit and vegetables, particularly organic products, on polystyrene trays and covering them with cling wrap.
[Source 2007][More on Packaging]"
assess,2009 DUMP Award winner - Poor Packaging,Environment: minor criticism,"In 2009 Coles received Environment Victoria's Golden DUMP (Damaging and Useless Materials in Packaging) Award for their 5 Pack of Lemons wrapped in unrecyclable and unnecessary plastic packaging. Shortly afterwards, Coles withdrew this product from their shelves.
[Source 2009][More on Packaging]"
assess,Breaching advertising codes,Social: minor criticism,"This company has been criticised for misleading advertising. In 2015 the Advertising Standards Bureau upheld complaints about a tv ad by this company on the grounds that it breached advertising codes. The ad was subsequently discontinued or modified. Follow link for details.
[Source 2015][More on Irresponsible Marketing]"
assess,Misleading labelling,Social: minor criticism,"In July 2013 the ACCC ordered Coles Supermarkets Australia to pay six infringement notices totaling $61,200 for alleged misleading representations about the country of origin of fresh produce made in five of its stores between March 2013 and May 2013.
[Source 2013][More on Irresponsible Marketing]"
assess,Fined for unsafe workplace,Social: minor criticism,"Fined $170,000 and ordered to pay legal costs in April 2012 after a worker fell through a ceiling at their Manly store in 2007 and received injuries. According to WorkCover, Coles management failed to implement adequate safety procedures. 
[Source 2012][More on Workers Rights]"
assess,2010 CHOICE Shonky Award,Social: minor criticism,"Named and shamed in the 2010 CHOICE Shonky Awards. Coles supermarket gets a shonky for its meal promotion fronted by celebrity chef, Curtis Stone. The deal claims you can feed four people for less than $10 the catch is you have to already happen to have some of the ingredients in your pantry--which aren't included in the price! If you include the uncosted 'pantry items' (including 3/4 of a bottle of wine) in Curtis' $7.76 Coq au vin it would actually cost more than $30.
[Source 2010][More on Irresponsible Marketing]"
assess,Sweatshops in Bangladesh,Social: minor criticism,"This March 2012 report by the Institute for Global Labour and Human Rights reveals how 5,000 workers at a garment factory in Bangladesh toil under harsh and illegal sweatshop conditions making clothing for several companies including Coles/Wesfarmers' new Mix label. Workers are paid 16 to 22 cents an hour and routinely work seven-day, 84-hour work weeks with forced overtime. Every labor law in Bangladesh is routinely, systematically and grossly violated. [Listed under Information as Coles no longer sources garments from Bangladesh]
[Source 2012][More on Workers Rights]"
assess,Worker abuse in Bangladesh,Social: minor criticism,"This 2013 investigative report by Four Corners reveals that this company ordered clothes from factories in Bangladesh that did not meet international standards. Workers in Dhaka described unacceptable conditions that see them work long hours for little pay, sometimes under the threat of abuse if deadlines are not met. [Listed under Information as Coles no longer sources garments from Bangladesh]
[Source 2013][More on Workers Rights]"
assess,Fined for selling underweight bread,Social: minor criticism,"In Oct 2016 Coles was fined $7,500 after some of its private label loaves of bread sold in three Brisbane shops were found to be underweight.
[Source 2016][More on Irresponsible Marketing]"
assess,2017 CHOICE Shonky Award,Social: minor criticism,"Named and shamed in the 2017 CHOICE Shonky Awards for its Coles Complete Cuisine cat food. Despite its name, this tinned treat is likely too low in fat to qualify as a 'complete' food.
[Source 2017][More on Irresponsible Marketing]"
assess,Misleading advertising,Business Ethics: minor criticism,"In April 2014 the ACCC accepted a court enforceable undertaking from Coles Supermarkets following an investigation into a video and cartoon 'Our Coles Brand Milk Story', which was published on social media. The ACCC found the video to be misleading and deceptive. The undertaking requires Coles to not make misleading or deceptive representations in relations to milk for 3 years, and review its Australian Consumer Law compliance program.
[Source 2014][More on Governance]"
assess,Anticompetitive behavior,Business Ethics: minor criticism,"On 31 May 2005, Coles subsidiary Liquorland admitted that it had entered into illegal agreements with five applicants for liquor licences. Liquorland was subsequently penalised $4.75 million by Justice Gyles of the Federal Court for these contraventions. [listed under Information due to age of court findings]
[Source 2005][More on Governance]"
assess,MSC certified products,Environment: minor praise,"This company sells products which are certified by the Marine Stewardship Council.
[Source 2016][More on Oceans]"
assess,GM-Free brands,Environment: minor praise,"Coles branded items were rated 'green' in Greenpeace's 2011 Truefood Guide, except for chicken products. This signifies a clear policy on excluding GM-derived ingredients, including oils derived from GM crops, and animal products from animals fed on GM crops. Chicken products may be fed GM grain.
[Source 2011][More on Genetic Engineering]"
assess,Sustainable Seafood partnership with WWF,Environment: minor praise,"Coles partnered with WWF in 2011 to improve the sustainability of their seafood supply, and educate consumers about sustainable seafood choices.
[Source 2014][More on Oceans]"
assess,Microbeads phase out,Environment: minor praise,"This company has agreed to phase out the use of microbeads in their own-brand products by 2017. These particles are not retained by wastewater treatment so end up in the ocean. While microbeads aren't thought to be a health hazard to consumers, they are a threat to the marine environment.
[Source 2016][More on Oceans]"
assess,Fairtrade products,Social: minor praise,"This company sells Fairtrade Certified coffee under its Coles brand. However this only represents a fraction of their total coffee sales.
[Source 2016][More on Workers Rights]"
assess,2013/4 Fairtrade Award winner,Social: minor praise,"Coles won the Fairtrade Retail Chain of the Year award 2013 and 2014 Fairtrade Awards.
[Source 2013][More on Workers Rights]"
assess,ABAC signatory,Social: minor praise,"This company has signed the ABAC Responsible Alcohol Marketing Code, which is designed to regulate alcohol advertising and marketing within Australia. 
[Source 2017][More on Irresponsible Marketing]"
assess,DrinkWise contributor,Social: minor praise,"This company makes voluntary contributions to DrinkWise Australia, a not-for-profit organisation established in 2005 by the alcohol industry, whose stated goal is to help bring about a healthier and safer drinking culture in Australia.
[Source 2015][More on Irresponsible Marketing]"
assess,Good Egg Award 2013,Animals: minor praise,"The RSPCA Good Egg Awards acknowledge major companies that make the switch to cage-free eggs. Coles Brand Eggs were awarded a Good Egg Award in the Retail category in 2013 for their commitment to only sourcing cage-free eggs for their Coles Brand eggs.
[Source 2013][More on Animal Rights]"
assess,Better Work Partner,Business Ethics: minor praise,"This company is a partner of Better Work,  an initiative of the UN's International Labour Organization and the International Finance Corporation which brings diverse groups together - governments, global brands, factory owners, and unions and workers - to improve working conditions in the garment industry and make the sector more competitive.
[Source 2016][More on Multi-Stakeholder Initiatives]"
assess,Sustainability claims,Business Ethics: minor praise,"This company has a number of sustainability claims on its website, covering the areas of waste & recycling, supply chain improvements, energy saving initiatives, and sustainable palm oil.
[Source 2013][More on Sustainability Reporting]"
