Zara Australia
yellow
assess,Australian Packaging Covenant signatory,Environment: lesser praise ,"Signatory to the Australian Packaging Covenant, a voluntary agreement to encourage waste minimisation.
[Source 2017][More on Packaging]"
assess,CDP Climate A List,Environment: Praise,"CDP's 2016 report ""Out of the starting blocks"" reveals which companies around the world are doing the most to combat climate change. This company is included on the A List.
[Source 2016][More on Climate Change]"
assess,Ethical Trading Initiative member,Social: Praise,"The Ethical Trading Initiative (ETI) is an alliance of companies, trade unions and voluntary organisations. They work in partnership to improve the lives of workers across the globe who make or grow consumer goods - everything from tea to T-shirts, from flowers to footballs. 
[Source 2013][More on Workers Rights]"
assess,A grade at Behind the Barcode,Social: Praise,"A grade in the Baptist World Aid Australia's 'Ethical Fashion Report 2017', which grades companies, from A to F, on the strength of their systems to mitigate against the risks of forced labour, child labour, and exploitation in their supply chains. Assessment criteria fall into four main categories: policies, knowing suppliers, auditing and supplier relationships, and worker empowerment.
[Source 2017][More on Workers Rights]"
assess,76/100 in Fashion Transparency Index,Business Ethics: Praise,"The 2016 Fashion Transparency Index looks at how much brands know about their supply chains, what kind of policies they have in place and importantly, how much information they share with the public about their practices and products. This company scored 76%, signifying that it is making significant efforts in the given areas, and has made some or most of this information publicly available.
[Source 2016][More on Sustainability Reporting]"
assess,DJSI Industry Group Leader 2017,Business Ethics: Praise,"This company was awarded the 'Industry Group Leader' in the Retail category of the 2016 and 2017 Dow Jones Sustainability Index (DJSI). The DJSI is based on an analysis of corporate economic, environmental and social performance, assessing issues such as corporate governance, risk management, branding, climate change mitigation, supply chain standards and labor practices.
[Source 2017][More on Sustainability Reporting]"
assess,Supply chain practices in China,Environment: lesser praise ,"This company received a score of 54/100 (retrieved 14-Feb-2018) in the Corporate Information Transparency Index (CITI), a system for evaluating supply chain practices in China, particularly in regards to environmental management and water pollution. Scores are calculated using government compliance data, online monitoring data, and third-party environmental audits, as well as trends in the environmental performance of factories in the company's supply chains.
[Source 2018][More on Habitats]"
assess,Child labour scorecard,Social: lesser praise ,"This website by German NGO Earth Link rates companies on their corporate policies against child labour, production monitoring and accusations of child labour. This company received at least one green mark, and no red marks, indicating good performance in one or more of these areas.
[Source 2013][More on Human Rights]"
assess,Bangladesh Safety Accord signatory,Social: lesser praise ,"This company has signed the 'Accord on Fire and Building Safety in Bangladesh', a program endorsed by Bangladeshi and international unions and labor rights organizations. The ground-breaking program includes independent safety inspections with public reports, mandatory factory building renovations, the obligation by brands and retailers to underwrite the cost of repairs, and a vital role for workers and their unions  all in a legally-binding, enforceable agreement.
[Source 2014][More on Workers Rights]"
assess,Uzbek cotton commitment,Social: lesser praise ,"This company has signed the Cotton Pledge with the Responsible Sourcing Network, signifying a public commitment to not use Uzbekistani cotton. (Uzbekistan is the world's fifth largest exporter of cotton and has for decades been criticised for using the forced labour of its schoolchildren to harvest that cotton by hand under appalling conditions. This practice is organised and controlled by the central government).
[Source 2016][More on Human Rights]"
assess,Efforts to pay a living wage,Social: lesser praise ,"Oxfam Australia's Company Tracker compares the big clothing brands on their efforts to pay a living wage to the women working in their factories. This company has released the names and addresses of at least 70% of their supplier factories, and has taken some action towards paying a living wage within a set timeframe in the supply chain.
[Source 2017][More on Workers Rights]"
assess,61/100 in KnowTheChain Benchmark,Social: lesser praise ,"In 2016 KnowTheChain benchmarked 60 large global companies in the ICT, Food & Beverage, and Apparel & Footwear sectors on their efforts to address forced labour and human trafficking in their supply chains. This company received a score of 61/100.
[Source 2016][More on Workers Rights]"
assess,Workers rights in Brazil,Social: Criticism,"This 2015 report by SOMO and Reporter Brazil reveals numerous labour rights violations in this company's supply chain in Brazil, such as excessive overtime and occupational health and safety violations. In 2011, Brazilian inspectors found cases of modern-day slavery in Zara's supply chain. This new report shows that Inditex is not living up to the agreements made with the Brazilian authorities at that time. In addition, the research report exposes this company's dodgy legal strategy to avoid liability for Brazilian labour rights abuses.
[Source 2015][More on Workers Rights]"
assess,Sandblasting,Social: Criticism,"This company claims they will soon stop ordering for sandblasted jeans, but haven't publicly banned it yet. Sandblasting is a dangerous and deadly process which involves workers firing sand at jeans under high pressure. It has been known to kill workers within months as the inhalation of large amounts of silica dust generated during sandblasting causes silicosis, a potentially lethal pulmonary disease.
[Source 2012][More on Workers Rights]"
assess,Workers rights in India,Social: lesser criticism,"This 2016 investigative report by the India Committee of the Netherlands (ICN) reveals how migrant garment workers in Bangalore, South India endure appalling living conditions, low wages and restricted freedom of movement. This company pledged to take serious action after being named in the report as sourcing from Bangalore.
[Source 2016][More on Workers rights]"
assess,Cotton sourcing (Rank a Brand),Social: lesser criticism,"In 2016 Rank a Brand assessed 37 major cotton-using companies on their commitment and performance with regard to sustainable cotton by looking at each company's cotton sourcing policies, use of sustainable cotton, and traceability. This company scored 2.5/19.5, making it one of the weaker performing companies.
[Source 2016][More on Human Rights]"
assess,Tax avoidance,Business Ethics: lesser criticism,"This company scores Ethical Consumer's worst rating for the likely use of tax avoidance strategies, and has at least two high risk subsidiaries in tax havens.
[Source 2016][More on Finance]"
assess,47.7% in Newsweek Green Ranking 2017,Business Ethics: lesser criticism,"This company received a score of 47.7/100 in the Newsweek Green Ranking 2017, which ranks the world's largest publicly traded companies on eight indicators covering energy, greenhouse gases, water, waste, fines and penalties, linking executive pay to sustainability targets, board-level committee oversight of environmental issues and third-party audits. Ranking methodology by Corporate Knights and HIP Investor.
[Source 2017][More on Sustainability Reporting]"
assess,Fashion Loved by Forest member,Environment: minor praise,"This company is a member of the Fashion Loved by Forest campaign, which came about when research found that millions of trees are used every year to produce dissolving pulp, a key ingredient for fabrics such as rayon/viscose. The campaign seeks to phase out the use of endangered forest fibre in fabric.
[Source 2015][More on Forests]"
assess,Detox progress,Environment: minor praise,"Greenpeace launched its ""Detox My Fashion"" campaign in 2011 to expose the direct links between global clothing brands, their suppliers and toxic water pollution around the world. As a result, many companies, including this one, committed to Greenpeace's Detox Program. The 2016 Detox Catwalk report focused on implementation, assessing the steps taken by fashion brands to fulfil their commitments using three criteria: Detox 2020 plan, PFC elimination and Transparency. This company is ""ahead of the curve and on track to meet their commitments"".
[Source 2016][More on Habitats]"
assess,Zero discharge of hazardous chemicals ,Environment: minor praise,"In 2011, a group of major apparel and footwear brands and retailers, including this company, made a shared commitment to help lead the industry towards zero discharge of hazardous chemicals by 2020. It includes specific commitments and timelines to realize this shared goal.
[Source 2017][More on Habitats]"
assess,Climate action commitments,Environment: minor praise,"As listed on the We Mean Business website, this company has committed to the following climate action initiatives: adopt a science-based emissions reduction target.
[Source 2017][More on Climate Change]"
assess,Fur free,Animals: minor praise,"This company has announced that they don't sell animal fur or are phasing in a fur-free policy.
[Source 2014][More on Animal Rights]"
assess,Angora ban,Animals: minor praise,"This company has taken angora items off the shelves and promised not to use angora again, following a PETA campaign launched in Dec 2013 which revealed the cruelty inflicted on angora rabbits in Chinese factory farms, where 90% of the world's angora is produced.
[Source 2017][More on Animal Rights]"
assess,Sustainable Apparel Coalition member,Business Ethics: minor praise,"This company is a founding member of the Sustainable Apparel Coalition, a multi-stakeholder initiative launched in March 2011 by a group of global apparel and footwear companies and non-profit organizations (representing nearly one third of the global market share for apparel and footwear). The Coalition's goals are to reduce the apparel industry's environmental and social impact, and to develop a universal index to measure environmental and social performance of apparel products. 
[Source 2015][More on Multi-Stakeholder Initiatives]"
assess,Better Cotton Initiative member,Business Ethics: minor praise,"This company is a member of the Better Cotton Initiative, a voluntary initiative which encourages the adoption of better management practices in cotton cultivation to achieve measurable reductions in key environmental impacts, while improving social and economic benefits for cotton farmers, small and large, worldwide.
[Source 2016][More on Multi-Stakeholder Initiatives]"
assess,Better Work Partner,Business Ethics: minor praise,"This company is a partner of Better Work,  an initiative of the UN's International Labour Organization and the International Finance Corporation which brings diverse groups together - governments, global brands, factory owners, and unions and workers - to improve working conditions in the garment industry and make the sector more competitive.
[Source 2016][More on Multi-Stakeholder Initiatives]"
assess,Textile Exchange member,Business Ethics: minor praise,"Textile Exchange (formerly known as Organic Exchange) is a US-based non-profit organization which operates internationally and is committed to the responsible expansion of textile sustainability across the global textile value chain, with a special focus on organic cotton.
[Source 2013][More on Multi-Stakeholder Initiatives]"
