Diesel 
red
assess,Worker exploitation in India,Social: Criticism,"This 2012 report by two Dutch NGOs (SOMO and ICN) reveals how workers in the South Indian garment and textile industry continue to suffer exploitative working conditions while making garments for Western brands. While some recent improvements have been made, thousands of girls work under recruitment and employment schemes that amount to bonded labour. This company was shown to be sourcing from one or more of the four garment manufacturers investigated, and failed to respond to a review request.
[Source 2012][More on Workers Rights]"
assess,Sandblasting,Social: Criticism,"This company claims they will soon stop ordering for sandblasted jeans, but haven't publicly banned it yet. Sandblasting is a dangerous and deadly process which involves workers firing sand at jeans under high pressure. It has been known to kill workers within months as the inhalation of large amounts of silica dust generated during sandblasting causes silicosis, a potentially lethal pulmonary disease.
[Source 2012][More on Workers Rights]"
assess,Animal Testing,Animals: Criticism,"This company appears on PETA's (People for the Ethical Treatment of Animals, USA) 'Companies That Do Test On Animals' list, signifying that they manufacture products that are tested on animals at some stage of development.
[Source 2018][More on Animal Testing]"
assess,'E' rating at rankabrand.org,Business Ethics: Criticism,"Rank a Brand searches the websites of brands for the answers to carefully targeted questions. From this they calculate sustainability scores based on the themes of environment, climate, labor issues, and transparency. Brands owned by this company received an 'E', the lowest possible score.
[Source 2017][More on Sustainability Reporting]"
assess,No Detox commitment,Environment: minor criticism,"Greenpeace launched their Detox Campaign in 2011 to expose the direct links between global clothing brands, their suppliers and toxic water pollution around the world. As a result, many companies have joined Greenpeace's Detox Program, which requires companies to adopt a credible, individual and public commitment to phase out the use and release of all toxic chemicals from their global supply chain and products, by 1 January 2020. This company is yet to make a commitment despite pressure from Greenpeace.
[Source 2016][More on Habitats]"
assess,Breaching advertising codes,Social: minor criticism,"This company has been criticised for offensive advertising. In 2011 the Advertising Standards Bureau upheld complaints about a billboard by this company on the grounds that it breached advertising codes. The ad was subsequently discontinued or modified.
[Source 2011][More on Irresponsible Marketing]"
assess,Efforts to pay a living wage,Social: minor criticism,"This company declined to respond to a survey by the Clean Clothes Campaign for their 2014 report, 'Tailored Wage', which grades companies on their efforts to ensure workers in its supply chain receive a living wage. 
[Source 2014][More on Workers Rights]"
assess,Fur free,Animals: minor praise,"This company has announced that they don't sell animal fur or are phasing in a fur-free policy.
[Source 2014][More on Animal Rights]"
assess,Controversial marketing,Social: information,"Diesel's controversial 2007 ""Global Warming Ready"" advertising campaign, which supposedly was supposed to raise awareness on the problem of global warming, depicts the global warming as opportunity for young and fabulous to continue their glamorous lifestyles. Opinions on the purpose of this campaign varied from shocking but educational to trivializing and harmful.
[Source 2007][More on Irresponsible Marketing]"
assess,Project JUST profile,Information,"Project JUST examines the manufacturing practices and ethics of fashion brands. Follow the link to see this company's profile.
[Source 2016]"
assess,Only the Brave Foundation,Business Ethics: minor praise,"This not-for-profit organization was founded in Italy in 2008. It is the foundation of the Only The Brave Group. The foundation came to life with the purpose of redressing the balance of disadvantaged young people in its local region in North East Italy. As the foundation developed, the main focus shifted to Africa.
[Source 2011][More on Finance]"
product,Diesel,Womens Fashion
product,Diesel,Menswear (casual)
product,Diesel,Denim
